content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,triplet_label,len_clean_tweet
"@bliblidotcom lagian policy nya blibli ini agak aneh ya, saya belanja pake akun saya sendiri, pake kartu atas nama saya sendiri, sama sistem di detect fraud. Bahkan aplikasi blibli nya aja di hp yg dr thn 2020 gak ganti, masa sistem gabisa detect IP address nya at least? So aneh",negative,produk;,SUBJECTIVE," lagian policy nya blibli ini agak aneh ya, saya belanja pake akun saya sendiri, pake kartu atas nama saya sendiri, sama sistem di detect fraud. Bahkan aplikasi blibli nya aja di hp yg dr thn gak ganti, masa sistem gabisa detect IP address nya at least? So aneh","(policy nya blibli, agak aneh, negative, website&apps); (belanja, di detect fraud, negative, website&apps)","(policy nya blibli, agak aneh, negative);(belanja, di detect fraud, negative)",48
semoga shopee express semakin lancar pengirimannya dan menjadi makin satsetsatset.,positive,produk;,SUBJECTIVE,semoga shopee express semakin lancar pengirimannya dan menjadi makin satsetsatset.,"(shopee express, semakin lancar, positive, delivery)","(shopee express, semakin lancar, positive)",10
"@BabangTamvank @mks_fess Ndak mahal tawwa~ Shopee ada biaya admin lumayan tinggi Mana mi listriknya~   Jangan samakan Amen, amen itu ambil barang langsung disurabaya.",negative,produk;,SUBJECTIVE," Ndak mahal tawwa~ Shopee ada biaya admin lumayan tinggi Mana mi listriknya~ Jangan samakan Amen, amen itu ambil barang langsung disurabaya.","(Shopee, biaya admin lumayan tinggi, negative, price)","(shopee, biaya admin lumayan tinggi, negative)",21
"@bliblidotcom Min kalo dapat giveaway, biasanya berapa lama dikirim ke pemenang??",positive,produk;,SUBJECTIVE," Min kalo dapat giveaway, biasanya berapa lama dikirim ke pemenang??","(giveaway, berapa lama dikirim ke pemenang, negative, produk)","(giveaway, berapa lama dikirim ke pemenang, negative)",10
"sorry ini saya order click meet &amp; greet 127 dari 3 apr, terus ditelpon tgl 6 max pengiriman tapi pas saya cek kok belum dikirim sampai sekarang ya? @bliblidotcom @BlibliCare",neutral,produk;,SUBJECTIVE,"sorry ini saya order click meet &amp; greet dari apr, terus ditelpon tgl max pengiriman tapi pas saya cek kok belum dikirim sampai sekarang ya?","(order, belum dikirim sampai sekarang, negative, delivery)","(order, belum dikirim sampai sekarang, negative)",25
@nochutalks hshsh nyari di shopee gak ketemu yg modelnya begituu. but thankss 😭😭,negative,produk;,SUBJECTIVE, hshsh nyari di shopee gak ketemu yg modelnya begituu. but thankss,"(shopee, gak ketemu yg modelnya begituu, negative, produk)","(shopee, gak ketemu yg modelnya begituu, negative)",11
masyaallah shopee kok lemot ya,positive,price; produk;,SUBJECTIVE,masyaallah shopee kok lemot ya,"(shopee, kok lemot ya, negative, website&apps)","(shopee, kok lemot ya, negative)",5
@izzadn_ nak beli kat shopee tapi takut raya habis dulu baru sampul sampai 🤣 esok aku nak keluar cari sampul,neutral,delivery; produk;,SUBJECTIVE, nak beli kat shopee tapi takut raya habis dulu baru sampul sampai esok aku nak keluar cari sampul,"(shopee, takut raya habis dulu, negative, produk)","(shopee, takut raya habis dulu, negative)",18
Halu bgt wishlistnya dari shopee sampe mobil di olx.,negative,delivery; produk;,SUBJECTIVE,Halu bgt wishlistnya dari shopee sampe mobil di olx.,"(wishlistnya, shopee, positive, produk)","(wishlistnya, shopee, positive)",9
@pengwinningg Harusnya pake tas shopee 70rb an kali ya,negative,produk;,SUBJECTIVE, Harusnya pake tas shopee rb an kali ya,"(tas shopee, harusnya, positive, produk)","(tas shopee, harusnya, positive)",8
"@ApriliyahLeila @myXL @TokopediaCare @tokopedia sama kak, saya juga coba mau isi kuota xl di gojek sm shopee ada tulisan 'paket telah habis', kayak ga mungkin semua paketan abis semua",neutral,produk;,SUBJECTIVE," sama kak, saya juga coba mau isi kuota xl di gojek sm shopee ada tulisan 'paket telah habis', kayak ga mungkin semua paketan abis semua","(isi kuota, paket telah habis, negative, website&apps)","(isi kuota, paket telah habis, negative)",25
skrg link shopee kntol mlu,neutral,produk;,SUBJECTIVE,skrg link shopee kntol mlu,"(link shopee, kntol mulu, negative, website&apps)","(link shopee, kntol mulu, negative)",5
"@butterfly_skyc @nazwahumairah1 @tanyakanrl DANA juga dulu, hobby banget kasi voucher. Sampe beli tiket bioskop, gratis 1 porsi KFC. Belum lagi DANA x Shopee, puas banget makan makanan di Mall yang harganya cuman 2k sampe 15k doang seporsi wkwkwk.. duh kangen..",neutral,produk;,SUBJECTIVE," DANA juga dulu, hobby banget kasi voucher. Sampe beli tiket bioskop, gratis porsi KFC. Belum lagi DANA x Shopee, puas banget makan makanan di Mall yang harganya cuman k sampe k doang seporsi wkwkwk.. duh kangen..","(dana, hobby banget kasi voucer, positive, payment)","(dana, hobby banget kasi voucer, positive)",36
"@nabil4hanni @bliblidotcom dohhhh maap ya udah bikin jadi salfok.   Iya betol, kalo bakwan gemuk tuh agak gimana gitu ya huhu 😁 -Dhea",neutral,produk;,SUBJECTIVE," dohhhh maap ya udah bikin jadi salfok. Iya betol, kalo bakwan gemuk tuh agak gimana gitu ya huhu -Dhea","(bakwan gemuk, agak gimana gitu, negative, produk)","(bakwan gemuk, agak gimana gitu, negative)",19
"@bukalapak Sistem komplain d aplikasinya benerin min, masa gak bisa komplain. Tar keburu konfirmasi otomatis min woy",negative,produk;,SUBJECTIVE," Sistem komplain d aplikasinya benerin min, masa gak bisa komplain. Tar keburu konfirmasi otomatis min woy","(sistem komplain, gak bisa komplain, negative, website&apps)","(sistem komplain, gak bisa komplain, negative)",16
@bliblidotcom mmaf tp ak hrs datang keduanya,neutral,produk;,SUBJECTIVE, mmaf tp ak hrs datang keduanya,"(_, hrs datang keduanya, positive, produk)","(_, hrs datang keduanya, positive)",6
@sbtcon Kenapa buyer tiktok sama shopee suka bgt minta prank si? Tujuannya apa gitulo😭,negative,produk;,SUBJECTIVE, Kenapa buyer tiktok sama shopee suka bgt minta prank si? Tujuannya apa gitulo,"(buyer tiktok sama shopee, suka bgt minta prank, negative, produk)","(buyer tiktok sama shopee, suka bgt minta prank, negative)",13
@tanyakanrl Alhamdulillah lulus dunia begituan. Sekarang kalau beli apa selalu transfer bank dan COD. Uda takut pake Shopee laylater meskipun ga pernah bermasalah. Alhamdulillah selama 2 tahun pakai ga pernah telat bayar. Tapi ngeri soalnya bikin konsumtif dan berujung tiap bulan 2 juta.,negative,produk;,SUBJECTIVE, Alhamdulillah lulus dunia begituan. Sekarang kalau beli apa selalu transfer bank dan COD. Uda takut pake Shopee laylater meskipun ga pernah bermasalah. Alhamdulillah selama tahun pakai ga pernah telat bayar. Tapi ngeri soalnya bikin konsumtif dan berujung tiap bulan juta.,"(Shopee paylater, Alhamdulillah lulus dunia begituan, negative, payment)","(shopee paylater, alhamdulillah lulus dunia begituan, negative)",40
"@VeraAlexandraa pernah beli di shopee seblak yg depan gerbang ITB, enak bgt gilee 😭🙏🏻",positive,payment; produk;,SUBJECTIVE," pernah beli di shopee seblak yg depan gerbang ITB, enak bgt gilee","(seblak, enak bgt gilee, positive, produk)","(seblak, enak bgt gilee, positive)",12
@bliblidotcom Gabisa miliiihhhh itu enak semua weey,positive,produk;,SUBJECTIVE, Gabisa miliiihhhh itu enak semua weey,"(_, enak semua weey, positive, produk)","(_, enak semua weey, positive)",6
"@gabutxixi @nct_menfess @bliblidotcom Uangnya udah dibeli bubur sumsum tadi goceng, masih kurang😭✋",neutral,produk;,SUBJECTIVE," Uangnya udah dibeli bubur sumsum tadi goceng, masih kurang","(uangnya, masih kurang, negative, payment)","(uangnya, masih kurang, negative)",9
kenapa candu skali liat shopee di’?,neutral,delivery; produk;,SUBJECTIVE,kenapa candu skali liat shopee di?,"(shopee, candu skali, positive, website&apps)","(shopee, candu skali, positive)",6
@lovingnojaem @notuusaa Harusnya 4.4 kemaren ada ga si kak di shopee,negative,produk;,SUBJECTIVE, Harusnya kemaren ada ga si kak di shopee,"(shopee, harusnya kemarin ada, negative, produk)","(shopee, harusnya kemarin ada, negative)",8
"help dong ini saya ga sengaja pesen kerudung di shopee tanpa sepengetahuan saya, di lihat dr jamnya sepertinya mungkin saya kepijit pesan di pembayaran cod, kan cod tdk perlu pin jadi langsung ke proses, dan saya sadar nya setelah 2hari brg di pesan, dlm posisi brg sdh di kirim-",negative,produk;,SUBJECTIVE,"help dong ini saya ga sengaja pesen kerudung di shopee tanpa sepengetahuan saya, di lihat dr jamnya sepertinya mungkin saya kepijit pesan di pembayaran cod, kan cod tdk perlu pin jadi langsung ke proses, dan saya sadar nya setelah hari brg di pesan, dlm posisi brg sdh di kirim-","(shopee, ga sengaja pesan kerudung di shopee tanpa sepengetahuan saya, negative, produk)","(shopee, ga sengaja pesan kerudung di shopee tanpa sepengetahuan saya, negative)",49
Trik marketing ini engga ngefek di aku soalnya aku malah langsung buka shopee sama tokped buat bandingin harga barangnya 😭😭🤌🏻,negative,produk;,SUBJECTIVE,Trik marketing ini engga ngefek di aku soalnya aku malah langsung buka shopee sama tokped buat bandingin harga barangnya,"(shopee, Trik marketing ini engga ngefek di aku, negative, website&apps)","(shopee, trik marketing ini engga ngefek di aku, negative)",19
@discountfess Kalo ga di acc selama 2x24jam nanti di acc otomatis kok nder sama shopee,negative,produk;,SUBJECTIVE, Kalo ga di acc selama x24jam nanti di acc otomatis kok nder sama shopee,"(_, nanti di acc otomatis, positive, website&apps)","(_, nanti di acc otomatis, positive)",14
@bliblidotcom Nastar buang aja. Paling suka klepon. Penasaran bola ubi blm perna ngicip,neutral,delivery; produk;,SUBJECTIVE, Nastar buang aja. Paling suka klepon. Penasaran bola ubi blm perna ngicip,"(Nastar, buang aja, negative, produk)","(nastar, buang aja, negative)",12
@COOKIEO515 kenapa gak coba minta bantu ke email shopee ajaa?,negative,produk;,SUBJECTIVE, kenapa gak coba minta bantu ke email shopee ajaa?,"(shopee, gak coba minta bantu, negative, website&apps)","(shopee, gak coba minta bantu, negative)",9
tolong jauhkan gw dari aplikasi shopee,negative,produk;,SUBJECTIVE,tolong jauhkan gw dari aplikasi shopee,"(shopee, tolong jauhkan, negative, website&apps)","(shopee, tolong jauhkan, negative)",6
"Padahal sama ekspedisinya, tp shopee lebih lama dah sampenya. Tokopedia gua udah sampe duluan ckckck",negative,produk;,SUBJECTIVE,"Padahal sama ekspedisinya, tp shopee lebih lama dah sampenya. Tokopedia gua udah sampe duluan ckckck","(Tokopedia, udah sampe duluan, positive, delivery)","(tokopedia, udah sampe duluan, positive)",15
@convomfs Shopee express cepet sih punyaku,positive,produk;,SUBJECTIVE, Shopee express cepet sih punyaku,"(Shopee express, cepet sih punyaku, positive, delivery)","(shopee express, cepet sih punyaku, positive)",5
@jntexpressid min ini kalo pelacakan barang di shopee ga ke update gimana ya? Barang harusnya udah sampe dari hari jumat. Sampe sekarang belom sampe,negative,produk;,SUBJECTIVE, min ini kalo pelacakan barang di shopee ga ke update gimana ya? Barang harusnya udah sampe dari hari jumat. Sampe sekarang belom sampe,"(barang, sampe sekarang belom sampe, negative, delivery)","(barang, sampe sekarang belom sampe, negative)",23
ini shopee error gabisa transfer bank kah?,negative,website&apps; produk;,SUBJECTIVE,ini shopee error gabisa transfer bank kah?,"(shopee, error gabisa transfer bank, negative, website&apps)","(shopee, error gabisa transfer bank, negative)",7
sbt! guys kalo dapet notif shopee barang dikirim hari ini drtd pagi tp sampe skrg blm nyampe2 kira2 bakal ttp nyampe malem ini apa ke pending besok ya? Soalnya kan pasti overload,negative,produk;,SUBJECTIVE,sbt! guys kalo dapet notif shopee barang dikirim hari ini drtd pagi tp sampe skrg blm nyampe2 kira2 bakal ttp nyampe malem ini apa ke pending besok ya? Soalnya kan pasti overload,"(notif shopee, pending besok, negative, delivery)","(notif shopee, pending besok, negative)",32
"Kalo di shopee paket Masih di jalan tapi gak sengaja pesanan diterima tuuh, paket nya tetep bakal sampe kan yaaa ??? @ShopeeID",negative,produk;,SUBJECTIVE,"Kalo di shopee paket Masih di jalan tapi gak sengaja pesanan diterima tuuh, paket nya tetep bakal sampe kan yaaa ???","(shopee, paket Masih di jalan tapi gak sengaja pesanan diterima, negative, produk)","(shopee, paket masih di jalan tapi gak sengaja pesanan diterima, negative)",21
"paling sebel kalau temen bilang, pake uang kamu dulu yaa nanti aku ganti  eh sekarang tambah cekoutin shopee dulu nanti aku transfer 😭😭😭  enteng banget tuh ngomongnyeee",negative,website&apps; produk;,SUBJECTIVE,"paling sebel kalau temen bilang, pake uang kamu dulu yaa nanti aku ganti eh sekarang tambah cekoutin shopee dulu nanti aku transfer enteng banget tuh ngomongnyeee","(uang, paling sebel, negative, payment)","(uang, paling sebel, negative)",26
@bliblidotcom bakwan tipis lebih enakk ga sii?,positive,delivery; produk;,SUBJECTIVE, bakwan tipis lebih enakk ga sii?,"(bakwan tipis, lebih enakk ga sii, positive, produk)","(bakwan tipis, lebih enakk ga sii, positive)",6
Kenapa sih shopee sama capcut ngasih notif tuh suka yg aneh-aneh? Kan kalo org ga sengaja liat notif gue jadi gmn gitukan? Sebel bgt.,negative,produk;,SUBJECTIVE,Kenapa sih shopee sama capcut ngasih notif tuh suka yg aneh-aneh? Kan kalo org ga sengaja liat notif gue jadi gmn gitukan? Sebel bgt.,"(shopee, ngasih notif tuh suka yg aneh-aneh, negative, website&apps)","(shopee, ngasih notif tuh suka yg aneh-aneh, negative)",24
"shopee skrg pelit yh kalo ngasih koin, dari 100 50 25 skrg 12",negative,produk;,SUBJECTIVE,"shopee skrg pelit yh kalo ngasih koin, dari skrg","(shopee, skrng pelit yh, negative, website&apps)","(shopee, skrng pelit yh, negative)",9
"@bukalapak Menu buka bantuan tolong diperbaiki, tak bs masuk sesi live chat dan transaksi ada yg hilang",negative,delivery; produk;,SUBJECTIVE," Menu buka bantuan tolong diperbaiki, tak bs masuk sesi live chat dan transaksi ada yg hilang","(menu, tak bs masuk sesi live chat dan transaksi ada yg hilang, negative, website&apps)","(menu, tak bs masuk sesi live chat dan transaksi ada yg hilang, negative)",16
"@infotwitwor_ merela menolak spam video idol kpop di reply section, ga beda jauh sama yg jualan di shopee karena kasih link mulu dan malah spam",negative,produk;,SUBJECTIVE," merela menolak spam video idol kpop di reply section, ga beda jauh sama yg jualan di shopee karena kasih link mulu dan malah spam","(jualan di shopee, malah spam, negative, website&apps)","(jualan di shopee, malah spam, negative)",24
"@filosofiksi Yang rusak itu otak lu gaessss 🤣🤣🤣 lu hidup ada nafasnya gaes,di kasih rejeki sehat,uang,dan lain-lain  Kenapa umat islam yang lu sudutin ???  Kalo punya otak lu rusak jual aja ke olx atau online shop 🤣",neutral,price; produk;,SUBJECTIVE," Yang rusak itu otak lu gaessss lu hidup ada nafasnya gaes,di kasih rejeki sehat,uang,dan lain-lain Kenapa umat islam yang lu sudutin ??? Kalo punya otak lu rusak jual aja ke olx atau online shop","(umat islam, sudutin, negative, website&apps)","(umat islam, sudutin, negative)",34
"Not into spesific brand bc I'm broke, tp kmrn ada heels putih payless yang gue naksir bgttt tp agak ratusan++ harganya jadi gue nahan diri takut miskin, terus beberapa minggu kemudian nemu di official store shopee payless jauh lebih murah akhirnya gue co buat sepatu lebaran😭❤️",neutral,produk;,SUBJECTIVE,"Not into spesific brand bc I'm broke, tp kmrn ada heels putih payless yang gue naksir bgttt tp agak ratusan++ harganya jadi gue nahan diri takut miskin, terus beberapa minggu kemudian nemu di official store shopee payless jauh lebih murah akhirnya gue co buat sepatu lebaran","(shopee, jauh lebih murah, positive, price)","(shopee, jauh lebih murah, positive)",46
"ngl parfum bangisan wanginya enak bgt :,) wanginya kek bukan wangi cowo yg ala ala cowo gitu paham gasi tp wanginya kalem gitu yaallah pdhl dia random beli di shopee? mana tahan seharian :)",neutral,produk;,SUBJECTIVE,"ngl parfum bangisan wanginya enak bgt :,) wanginya kek bukan wangi cowo yg ala ala cowo gitu paham gasi tp wanginya kalem gitu yaallah pdhl dia random beli di shopee? mana tahan seharian","(parfum, wanginya enak bgt, positive, produk)","(parfum, wanginya enak bgt, positive)",33
enakan plossa apa vicks ya inhaler nya gua mau beli di shopee gua butuh bgt itu😭,neutral,produk;,SUBJECTIVE,enakan plossa apa vicks ya inhaler nya gua mau beli di shopee gua butuh bgt itu,"(shopee, gua butuh bgt itu, positive, produk)","(shopee, gua butuh bgt itu, positive)",16
Bangun tidur ngelindur co keranjang shopee 😌,neutral,produk;,SUBJECTIVE,Bangun tidur ngelindur co keranjang shopee,"(shopee, bangun tidur, negative, website&apps)","(shopee, bangun tidur, negative)",6
Tolong dong. Akun saya tiba tiba terkunci. Tranksaksi terakhir saya beli di shopee karena akun terhubung kesana. Sudah saya hubungi Pihak seabank dari hari sabtu.  Namun tak kunjung bisa login juga sampai hari ini.  Tolong dong yang bisa bantu bentar lagi mau lebaran ini 😪😪😪,negative,produk;,SUBJECTIVE,Tolong dong. Akun saya tiba tiba terkunci. Tranksaksi terakhir saya beli di shopee karena akun terhubung kesana. Sudah saya hubungi Pihak seabank dari hari sabtu. Namun tak kunjung bisa login juga sampai hari ini. Tolong dong yang bisa bantu bentar lagi mau lebaran ini,"(akun, tiba tiba terkunci, negative, website&apps)","(akun, tiba tiba terkunci, negative)",44
